Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-02-25 00:00:00+07:00,24341.791015625,24341.791015625,23777.34375,23989.01171875,2391719,0.0,0.0
2019-02-26 00:00:00+07:00,23777.34375,23989.01171875,23636.232421875,23706.7890625,1998045,0.0,0.0
2019-02-27 00:00:00+07:00,23706.7890625,23953.734375,23636.232421875,23706.7890625,1061653,0.0,0.0
2019-02-28 00:00:00+07:00,23706.7890625,23812.62109375,22930.673828125,22930.673828125,2541926,0.0,0.0
2019-03-01 00:00:00+07:00,23001.228515625,23354.0078125,23001.228515625,23177.619140625,1634348,0.0,0.0
2019-03-04 00:00:00+07:00,23354.0078125,23812.62109375,23283.453125,23706.7890625,1375277,0.0,0.0
2019-03-05 00:00:00+07:00,23424.564453125,24906.23828125,23424.564453125,24412.34765625,5974891,0.0,0.0
2019-03-06 00:00:00+07:00,24412.34765625,24624.015625,24271.236328125,24518.181640625,2411789,0.0,0.0
2019-03-07 00:00:00+07:00,24694.5703125,24870.9609375,24482.90234375,24624.015625,2413192,0.0,0.0
2019-03-08 00:00:00+07:00,24306.513671875,24482.90234375,23918.455078125,23989.01171875,2563866,0.0,0.0
2019-03-11 00:00:00+07:00,24059.568359375,24059.568359375,23600.955078125,23742.06640625,1611841,0.0,0.0
2019-03-12 00:00:00+07:00,24059.568359375,25047.349609375,23847.900390625,25047.349609375,2395971,0.0,0.0
2019-03-13 00:00:00+07:00,24906.23828125,25364.8515625,24835.68359375,25117.90625,4054826,0.0,0.0
2019-03-14 00:00:00+07:00,25117.90625,25894.021484375,24835.68359375,25541.2421875,3757359,0.0,0.0
2019-03-15 00:00:00+07:00,25541.2421875,26458.46875,25329.57421875,26246.80078125,4507402,0.0,0.0
2019-03-18 00:00:00+07:00,26246.80078125,26529.025390625,26035.1328125,26317.357421875,4146795,0.0,0.0
2019-03-19 00:00:00+07:00,26211.5234375,26317.357421875,25752.91015625,25823.46484375,3995568,0.0,0.0
2019-03-20 00:00:00+07:00,25505.96484375,25752.91015625,25047.349609375,25470.685546875,3827629,0.0,0.0
2019-03-21 00:00:00+07:00,25576.51953125,25858.744140625,24553.458984375,24553.458984375,3174290,0.0,0.0
2019-03-22 00:00:00+07:00,24976.794921875,25188.462890625,24553.458984375,24765.126953125,2660471,0.0,0.0
2019-03-25 00:00:00+07:00,24059.568359375,24694.5703125,23636.232421875,24341.791015625,2966299,0.0,0.0
2019-03-26 00:00:00+07:00,24624.015625,24765.126953125,24130.123046875,24200.6796875,1476970,0.0,0.0
2019-03-27 00:00:00+07:00,24588.736328125,24765.126953125,24200.6796875,24624.015625,1752580,0.0,0.0
2019-03-28 00:00:00+07:00,24306.513671875,25294.296875,24306.513671875,25117.90625,3113232,0.0,0.0
2019-03-29 00:00:00+07:00,25117.90625,25400.130859375,25117.90625,25259.017578125,2345359,0.0,0.0
2019-04-01 00:00:00+07:00,25259.017578125,25611.798828125,24906.23828125,25047.349609375,1925323,0.0,0.0
2019-04-02 00:00:00+07:00,25400.130859375,25400.130859375,24553.458984375,24553.458984375,2060110,0.0,0.0
2019-04-03 00:00:00+07:00,24553.458984375,25470.685546875,24306.513671875,25188.462890625,2686819,0.0,0.0
2019-04-04 00:00:00+07:00,25400.130859375,25400.130859375,24800.404296875,24906.23828125,1841857,0.0,0.0
2019-04-05 00:00:00+07:00,24906.23828125,25188.462890625,24553.458984375,24729.849609375,1309117,0.0,0.0
2019-04-08 00:00:00+07:00,24553.458984375,25082.62890625,24553.458984375,25047.349609375,1477777,0.0,0.0
2019-04-09 00:00:00+07:00,25047.349609375,25541.2421875,25047.349609375,25223.740234375,2950198,0.0,0.0
2019-04-10 00:00:00+07:00,25223.740234375,25259.017578125,24835.68359375,24835.68359375,740575,0.0,0.0
2019-04-11 00:00:00+07:00,24906.23828125,25047.349609375,24659.29296875,24800.404296875,912694,0.0,0.0
2019-04-12 00:00:00+07:00,24765.126953125,24835.68359375,24482.90234375,24518.181640625,1267661,0.0,0.0
2019-04-16 00:00:00+07:00,24412.34765625,25117.90625,24130.123046875,25047.349609375,1990647,0.0,0.0
2019-04-17 00:00:00+07:00,25047.349609375,25047.349609375,24553.458984375,24553.458984375,1208190,0.0,0.0
2019-04-18 00:00:00+07:00,24553.458984375,24976.794921875,24447.625,24553.458984375,1440076,0.0,0.0
2019-04-19 00:00:00+07:00,24553.458984375,24835.68359375,24482.90234375,24588.736328125,518553,0.0,0.0
2019-04-22 00:00:00+07:00,24588.736328125,24588.736328125,23953.734375,24130.123046875,974347,0.0,0.0
2019-04-23 00:00:00+07:00,24412.34765625,24412.34765625,23953.734375,24130.123046875,1425450,0.0,0.0
2019-04-24 00:00:00+07:00,24341.791015625,24553.458984375,24200.6796875,24412.34765625,847695,0.0,0.0
2019-04-25 00:00:00+07:00,24412.34765625,24694.5703125,24341.791015625,24341.791015625,658513,0.0,0.0
2019-04-26 00:00:00+07:00,24341.791015625,24624.015625,24341.791015625,24553.458984375,686264,0.0,0.0
2019-05-02 00:00:00+07:00,24694.5703125,24694.5703125,24341.791015625,24341.791015625,685214,0.0,0.0
2019-05-03 00:00:00+07:00,24341.791015625,24553.458984375,24130.123046875,24130.123046875,787077,0.0,0.0
2019-05-06 00:00:00+07:00,23742.06640625,23918.455078125,23283.453125,23354.0078125,1729492,0.0,0.0
2019-05-07 00:00:00+07:00,23495.12109375,23918.455078125,23212.896484375,23354.0078125,1345244,0.0,0.0
2019-05-08 00:00:00+07:00,23071.78515625,23283.453125,22824.83984375,22824.83984375,1598603,0.0,0.0
2019-05-09 00:00:00+07:00,23036.5078125,23142.33984375,21872.333984375,21942.890625,2746700,0.0,0.0
2019-05-10 00:00:00+07:00,22225.11328125,22719.005859375,22154.55859375,22577.892578125,1556254,0.0,0.0
2019-05-13 00:00:00+07:00,22577.892578125,23142.33984375,22577.892578125,23071.78515625,1103294,0.0,0.0
2019-05-14 00:00:00+07:00,22895.39453125,23001.228515625,22577.892578125,22860.1171875,1589717,0.0,0.0
2019-05-15 00:00:00+07:00,23001.228515625,23354.0078125,22789.560546875,23212.896484375,2211097,0.0,0.0
2019-05-16 00:00:00+07:00,23248.173828125,23283.453125,22895.39453125,23001.228515625,1227678,0.0,0.0
2019-05-17 00:00:00+07:00,23071.78515625,23071.78515625,22577.892578125,22683.7265625,1330291,0.0,0.0
2019-05-20 00:00:00+07:00,22648.44921875,23212.896484375,22648.44921875,23071.78515625,1503573,0.0,0.0
2019-05-21 00:00:00+07:00,23071.78515625,23459.841796875,23001.228515625,23318.73046875,2645192,0.0,0.0
2019-05-22 00:00:00+07:00,23318.73046875,23706.7890625,23318.73046875,23424.564453125,1789686,0.0,0.0
2019-05-23 00:00:00+07:00,23283.453125,23565.67578125,23001.228515625,23565.67578125,1127147,0.0,0.0
2019-05-24 00:00:00+07:00,23354.0078125,23459.841796875,22930.673828125,22930.673828125,2141450,0.0,0.0
2019-05-27 00:00:00+07:00,22930.673828125,23071.78515625,22860.1171875,23001.228515625,745550,0.0,0.0
2019-05-28 00:00:00+07:00,22930.673828125,23142.33984375,22683.7265625,22789.560546875,1674713,0.0,0.0
2019-05-29 00:00:00+07:00,22789.560546875,22895.39453125,22542.615234375,22577.892578125,1271275,0.0,0.0
2019-05-30 00:00:00+07:00,22719.005859375,22789.560546875,22436.78125,22436.78125,952194,0.0,0.0
2019-05-31 00:00:00+07:00,22330.947265625,22507.337890625,22189.8359375,22225.11328125,1567763,0.0,0.0
2019-06-03 00:00:00+07:00,22154.55859375,22225.11328125,21590.111328125,21590.111328125,2084941,0.0,0.0
2019-06-04 00:00:00+07:00,21590.111328125,22577.892578125,21554.83203125,22577.892578125,1441466,0.0,0.0
2019-06-05 00:00:00+07:00,22577.892578125,22719.005859375,22154.55859375,22154.55859375,684180,0.0,0.0
2019-06-06 00:00:00+07:00,22154.55859375,22366.2265625,21801.779296875,22084.001953125,467146,0.0,0.0
2019-06-07 00:00:00+07:00,22084.001953125,22366.2265625,22084.001953125,22366.2265625,650986,0.0,0.0
2019-06-10 00:00:00+07:00,22436.78125,22648.44921875,22366.2265625,22366.2265625,668305,0.0,0.0
2019-06-11 00:00:00+07:00,22436.78125,22577.892578125,22295.669921875,22507.337890625,1430623,0.0,0.0
2019-06-12 00:00:00+07:00,22366.2265625,22507.337890625,22189.8359375,22225.11328125,497916,0.0,0.0
2019-06-13 00:00:00+07:00,22154.55859375,22401.50390625,22154.55859375,22225.11328125,409801,0.0,0.0
2019-06-14 00:00:00+07:00,22366.2265625,22754.283203125,22225.11328125,22683.7265625,2323858,0.0,0.0
2019-06-17 00:00:00+07:00,22719.005859375,22965.951171875,22542.615234375,22648.44921875,983205,0.0,0.0
2019-06-18 00:00:00+07:00,22507.337890625,22648.44921875,22366.2265625,22577.892578125,416236,0.0,0.0
2019-06-19 00:00:00+07:00,22860.1171875,22860.1171875,22542.615234375,22577.892578125,753756,0.0,0.0
2019-06-20 00:00:00+07:00,22577.892578125,23071.78515625,22507.337890625,23036.5078125,1619111,0.0,0.0
2019-06-21 00:00:00+07:00,23071.78515625,23248.173828125,22895.39453125,22930.673828125,739356,0.0,0.0
2019-06-24 00:00:00+07:00,23036.5078125,23283.453125,22860.1171875,23001.228515625,1162368,0.0,0.0
2019-06-25 00:00:00+07:00,23001.228515625,23071.78515625,22648.44921875,22648.44921875,1324409,0.0,0.0
2019-06-26 00:00:00+07:00,22577.892578125,22965.951171875,22507.337890625,22930.673828125,1491738,0.0,0.0
2019-06-27 00:00:00+07:00,22895.39453125,22895.39453125,22577.892578125,22577.892578125,990448,0.0,0.0
2019-06-28 00:00:00+07:00,22577.892578125,22719.005859375,22154.55859375,22366.2265625,925775,0.0,0.0
2019-07-01 00:00:00+07:00,22719.005859375,22930.673828125,22648.44921875,22824.83984375,780146,0.0,0.0
2019-07-02 00:00:00+07:00,22648.44921875,22860.1171875,22613.171875,22613.171875,644509,0.0,0.0
2019-07-03 00:00:00+07:00,22577.892578125,22860.1171875,22577.892578125,22648.44921875,580928,0.0,0.0
2019-07-04 00:00:00+07:00,22860.1171875,23177.619140625,22719.005859375,23142.33984375,1625873,0.0,0.0
2019-07-05 00:00:00+07:00,23036.5078125,23424.564453125,23001.228515625,23142.33984375,1707553,0.0,0.0
2019-07-08 00:00:00+07:00,23212.896484375,23212.896484375,22860.1171875,22965.951171875,799620,0.0,0.0
2019-07-09 00:00:00+07:00,22860.1171875,23071.78515625,22860.1171875,23001.228515625,572141,0.0,0.0
2019-07-10 00:00:00+07:00,23001.228515625,23177.619140625,22860.1171875,22860.1171875,990830,0.0,0.0
2019-07-11 00:00:00+07:00,23001.228515625,23636.232421875,22860.1171875,23600.955078125,3488069,0.0,0.0
2019-07-12 00:00:00+07:00,23636.232421875,23847.900390625,23495.12109375,23565.67578125,2008335,0.0,0.0
2019-07-15 00:00:00+07:00,23495.12109375,23636.232421875,23459.841796875,23495.12109375,1294675,0.0,0.0
2019-07-16 00:00:00+07:00,23600.955078125,24377.068359375,23600.955078125,24377.068359375,4660033,0.0,0.0
2019-07-17 00:00:00+07:00,24341.791015625,24624.015625,24165.40234375,24377.068359375,2199474,0.0,0.0
2019-07-18 00:00:00+07:00,24306.513671875,24482.90234375,24130.123046875,24482.90234375,2044420,0.0,0.0
2019-07-19 00:00:00+07:00,24694.5703125,24976.794921875,24482.90234375,24624.015625,2427875,0.0,0.0
2019-07-22 00:00:00+07:00,24835.68359375,25364.8515625,24694.5703125,25223.740234375,4057858,0.0,0.0
2019-07-23 00:00:00+07:00,25223.740234375,25223.740234375,24482.90234375,24870.9609375,3022935,0.0,0.0
2019-07-24 00:00:00+07:00,24976.794921875,24976.794921875,24130.123046875,24306.513671875,2673453,0.0,0.0
2019-07-25 00:00:00+07:00,24200.6796875,24835.68359375,24200.6796875,24835.68359375,1865484,0.0,0.0
2019-07-26 00:00:00+07:00,24694.5703125,25329.57421875,24694.5703125,25259.017578125,3095926,0.0,0.0
2019-07-29 00:00:00+07:00,25188.462890625,25259.017578125,24906.23828125,25259.017578125,1915246,0.0,0.0
2019-07-30 00:00:00+07:00,25117.90625,25117.90625,24659.29296875,24694.5703125,2300458,0.0,0.0
2019-07-31 00:00:00+07:00,24694.5703125,25047.349609375,24482.90234375,25047.349609375,1323262,0.0,0.0
2019-08-01 00:00:00+07:00,25047.349609375,25047.349609375,24729.849609375,25012.072265625,1055432,0.0,0.0
2019-08-02 00:00:00+07:00,24694.5703125,25400.130859375,24624.015625,25259.017578125,4002625,0.0,0.0
2019-08-05 00:00:00+07:00,25047.349609375,25259.017578125,25012.072265625,25259.017578125,3499351,0.0,0.0
2019-08-06 00:00:00+07:00,24341.791015625,25153.18359375,24341.791015625,24835.68359375,1742786,0.0,0.0
2019-08-07 00:00:00+07:00,24941.517578125,25047.349609375,24482.90234375,24482.90234375,1532656,0.0,0.0
2019-08-08 00:00:00+07:00,24482.90234375,24800.404296875,24447.625,24482.90234375,1288310,0.0,0.0
2019-08-09 00:00:00+07:00,24694.5703125,24694.5703125,24130.123046875,24482.90234375,1414353,0.0,0.0
2019-08-12 00:00:00+07:00,24588.736328125,24976.794921875,24024.2890625,24941.517578125,1946426,0.0,0.0
2019-08-13 00:00:00+07:00,24729.849609375,24976.794921875,24518.181640625,24624.015625,1158031,0.0,0.0
2019-08-14 00:00:00+07:00,24906.23828125,24976.794921875,24518.181640625,24765.126953125,737924,0.0,0.0
2019-08-15 00:00:00+07:00,24341.791015625,24765.126953125,24341.791015625,24765.126953125,781124,0.0,0.0
2019-08-16 00:00:00+07:00,24694.5703125,25894.021484375,24624.015625,25400.130859375,4587906,0.0,0.0
2019-08-19 00:00:00+07:00,25752.91015625,26105.689453125,25611.798828125,25894.021484375,1605761,0.0,0.0
2019-08-20 00:00:00+07:00,26070.412109375,26070.412109375,25788.1875,25964.578125,1134135,0.0,0.0
2019-08-21 00:00:00+07:00,25752.91015625,26987.638671875,25752.91015625,26705.4140625,3814562,0.0,0.0
2019-08-22 00:00:00+07:00,26811.248046875,26881.8046875,26458.46875,26529.025390625,3711864,0.0,0.0
2019-08-23 00:00:00+07:00,26670.13671875,26670.13671875,26211.5234375,26493.74609375,1838300,0.0,0.0
2019-08-26 00:00:00+07:00,26035.1328125,26705.4140625,25823.46484375,26705.4140625,2561060,0.0,0.0
2019-08-27 00:00:00+07:00,27022.916015625,27093.47265625,26458.46875,26458.46875,1659378,0.0,0.0
2019-08-28 00:00:00+07:00,26458.46875,26811.248046875,26387.912109375,26529.025390625,1321901,0.0,0.0
2019-08-29 00:00:00+07:00,26529.025390625,26740.693359375,26352.634765625,26740.693359375,1885256,0.0,0.0
2019-08-30 00:00:00+07:00,26952.359375,27375.6953125,26775.970703125,27340.41796875,3099639,0.0,0.0
2019-09-03 00:00:00+07:00,27375.6953125,27587.36328125,27269.861328125,27305.140625,1176967,0.0,0.0
2019-09-04 00:00:00+07:00,27305.140625,27375.6953125,26811.248046875,27234.583984375,1306141,0.0,0.0
2019-09-05 00:00:00+07:00,27375.6953125,27552.0859375,27164.02734375,27164.02734375,1331057,0.0,0.0
2019-09-06 00:00:00+07:00,27164.02734375,27164.02734375,26493.74609375,26811.248046875,2165657,0.0,0.0
2019-09-09 00:00:00+07:00,26811.248046875,26881.8046875,26634.859375,26881.8046875,1136445,0.0,0.0
2019-09-10 00:00:00+07:00,26775.970703125,27234.583984375,26670.13671875,27022.916015625,1422884,0.0,0.0
2019-09-11 00:00:00+07:00,26811.248046875,27093.47265625,26775.970703125,26952.359375,735969,0.0,0.0
2019-09-12 00:00:00+07:00,27058.193359375,27340.41796875,26811.248046875,27269.861328125,2499322,0.0,0.0
2019-09-13 00:00:00+07:00,27410.974609375,28116.533203125,27234.583984375,28116.533203125,3264162,0.0,0.0
2019-09-16 00:00:00+07:00,28116.533203125,28786.814453125,28081.255859375,28222.3671875,1772791,0.0,0.0
2019-09-17 00:00:00+07:00,28010.69921875,28927.92578125,27799.03125,28927.92578125,2220719,0.0,0.0
2019-09-18 00:00:00+07:00,28857.369140625,29104.31640625,28610.423828125,29033.759765625,2310663,0.0,0.0
2019-09-19 00:00:00+07:00,29069.037109375,29104.31640625,28751.537109375,28786.814453125,1459111,0.0,0.0
2019-09-20 00:00:00+07:00,28786.814453125,28998.482421875,28081.255859375,28222.3671875,3124330,0.0,0.0
2019-09-23 00:00:00+07:00,28010.69921875,28575.146484375,27940.142578125,27975.421875,1544236,0.0,0.0
2019-09-24 00:00:00+07:00,28081.255859375,28222.3671875,27834.30859375,27834.30859375,1207806,0.0,0.0
2019-09-25 00:00:00+07:00,27693.197265625,28151.810546875,27446.251953125,28151.810546875,2048133,0.0,0.0
2019-09-26 00:00:00+07:00,28151.810546875,28716.2578125,28151.810546875,28328.201171875,1259015,0.0,0.0
2019-09-27 00:00:00+07:00,28434.03515625,28504.58984375,28257.64453125,28398.755859375,1286766,0.0,0.0
2019-09-30 00:00:00+07:00,28363.478515625,28680.98046875,27799.03125,27799.03125,2025556,0.0,0.0
2019-10-01 00:00:00+07:00,27799.03125,28222.3671875,27799.03125,28222.3671875,1222320,0.0,0.0
2019-10-02 00:00:00+07:00,28222.3671875,28786.814453125,28187.087890625,28363.478515625,2133328,0.0,0.0
2019-10-03 00:00:00+07:00,28081.255859375,29104.31640625,28045.9765625,29104.31640625,2748400,0.0,0.0
2019-10-04 00:00:00+07:00,29139.59375,29386.5390625,28575.146484375,28575.146484375,1253516,0.0,0.0
2019-10-07 00:00:00+07:00,28857.369140625,28857.369140625,28222.3671875,28504.58984375,1144027,0.0,0.0
2019-10-08 00:00:00+07:00,28504.58984375,28998.482421875,28292.921875,28998.482421875,921849,0.0,0.0
2019-10-09 00:00:00+07:00,28998.482421875,29492.373046875,28786.814453125,29104.31640625,2006294,0.0,0.0
2019-10-10 00:00:00+07:00,29104.31640625,29421.818359375,28927.92578125,28927.92578125,1494828,0.0,0.0
2019-10-11 00:00:00+07:00,28927.92578125,29069.037109375,28716.2578125,28786.814453125,2169725,0.0,0.0
2019-10-14 00:00:00+07:00,28927.92578125,29598.20703125,28822.091796875,29033.759765625,1958672,0.0,0.0
2019-10-15 00:00:00+07:00,28927.92578125,29315.984375,28927.92578125,29210.150390625,895473,0.0,0.0
2019-10-16 00:00:00+07:00,29210.150390625,29386.5390625,29033.759765625,29033.759765625,921439,0.0,0.0
2019-10-17 00:00:00+07:00,29174.87109375,29174.87109375,28786.814453125,28786.814453125,1135424,0.0,0.0
2019-10-18 00:00:00+07:00,28786.814453125,28786.814453125,28222.3671875,28292.921875,1737004,0.0,0.0
2019-10-21 00:00:00+07:00,28010.69921875,28222.3671875,27728.474609375,27728.474609375,1816317,0.0,0.0
2019-10-22 00:00:00+07:00,27728.474609375,28222.3671875,27728.474609375,28222.3671875,802412,0.0,0.0
2019-10-23 00:00:00+07:00,28222.3671875,28434.03515625,28116.533203125,28292.921875,645954,0.0,0.0
2019-10-24 00:00:00+07:00,28292.921875,28575.146484375,28045.9765625,28434.03515625,727323,0.0,0.0
2019-10-25 00:00:00+07:00,28222.3671875,28610.423828125,28081.255859375,28363.478515625,1373052,0.0,0.0
2019-10-28 00:00:00+07:00,28998.482421875,29069.037109375,28645.703125,28645.703125,1133965,0.0,0.0
2019-10-29 00:00:00+07:00,28857.369140625,28857.369140625,28222.3671875,28645.703125,1305885,0.0,0.0
2019-10-30 00:00:00+07:00,28575.146484375,28786.814453125,28328.201171875,28363.478515625,1077740,0.0,0.0
2019-10-31 00:00:00+07:00,28363.478515625,28716.2578125,28257.64453125,28645.703125,1102217,0.0,0.0
2019-11-01 00:00:00+07:00,28575.146484375,28998.482421875,28434.03515625,28927.92578125,1673339,0.0,0.0
2019-11-04 00:00:00+07:00,28998.482421875,29950.986328125,28998.482421875,29774.59765625,2472152,0.0,0.0
2019-11-05 00:00:00+07:00,29845.15234375,29986.265625,29739.318359375,29986.265625,1273315,0.0,0.0
2019-11-06 00:00:00+07:00,29880.431640625,30127.376953125,29774.59765625,29774.59765625,1163658,0.0,0.0
2019-11-07 00:00:00+07:00,29139.59375,29492.373046875,28786.814453125,29351.26171875,1566218,0.0,0.0
2019-11-08 00:00:00+07:00,29492.373046875,29633.484375,29069.037109375,29139.59375,1069193,0.0,0.0
2019-11-11 00:00:00+07:00,29104.31640625,29562.9296875,28998.482421875,29139.59375,1026773,0.0,0.0
2019-11-12 00:00:00+07:00,29210.150390625,29774.59765625,29139.59375,29704.041015625,2125278,0.0,0.0
2019-11-13 00:00:00+07:00,29774.59765625,30268.48828125,29774.59765625,30268.48828125,2590059,0.0,0.0
2019-11-14 00:00:00+07:00,30339.044921875,30339.044921875,29704.041015625,29986.265625,1149555,0.0,0.0
2019-11-15 00:00:00+07:00,30092.09765625,30127.376953125,29633.484375,29633.484375,889577,0.0,0.0
2019-11-18 00:00:00+07:00,29492.373046875,29774.59765625,29104.31640625,29139.59375,1358454,0.0,0.0
2019-11-19 00:00:00+07:00,29139.59375,29421.818359375,28998.482421875,29386.5390625,958161,0.0,0.0
2019-11-20 00:00:00+07:00,29562.9296875,29562.9296875,29104.31640625,29315.984375,349396,0.0,0.0
2019-11-21 00:00:00+07:00,29280.705078125,29421.818359375,29033.759765625,29069.037109375,866956,0.0,0.0
2019-11-22 00:00:00+07:00,29280.705078125,29280.705078125,28081.255859375,28363.478515625,1475878,0.0,0.0
2019-11-25 00:00:00+07:00,28363.478515625,28645.703125,27869.587890625,28010.69921875,1165670,0.0,0.0
2019-11-26 00:00:00+07:00,28434.03515625,28610.423828125,28081.255859375,28222.3671875,576195,0.0,0.0
2019-11-27 00:00:00+07:00,28292.921875,29210.150390625,28292.921875,28786.814453125,1503502,0.0,0.0
2019-11-28 00:00:00+07:00,28927.92578125,28927.92578125,28539.869140625,28680.98046875,561653,0.0,0.0
2019-11-29 00:00:00+07:00,28575.146484375,28857.369140625,28575.146484375,28575.146484375,555048,0.0,0.0
2019-12-02 00:00:00+07:00,28434.03515625,28434.03515625,27799.03125,27799.03125,995025,0.0,0.0
2019-12-03 00:00:00+07:00,27799.03125,28257.64453125,27516.80859375,28010.69921875,1115185,0.0,0.0
2019-12-04 00:00:00+07:00,28010.69921875,28610.423828125,27940.142578125,28469.3125,499333,0.0,0.0
2019-12-05 00:00:00+07:00,28610.423828125,28645.703125,27975.421875,28222.3671875,557911,0.0,0.0
2019-12-06 00:00:00+07:00,28010.69921875,28363.478515625,27904.865234375,27975.421875,531393,0.0,0.0
2019-12-09 00:00:00+07:00,28222.3671875,28222.3671875,27975.421875,28222.3671875,508205,0.0,0.0
2019-12-10 00:00:00+07:00,28222.3671875,28469.3125,28045.9765625,28151.810546875,589120,0.0,0.0
2019-12-11 00:00:00+07:00,28151.810546875,28292.921875,28081.255859375,28292.921875,397031,0.0,0.0
2019-12-12 00:00:00+07:00,28645.703125,28927.92578125,28363.478515625,28927.92578125,1026263,0.0,0.0
2019-12-13 00:00:00+07:00,28927.92578125,29598.20703125,28927.92578125,29562.9296875,2021176,0.0,0.0
2019-12-16 00:00:00+07:00,29774.59765625,29809.875,29280.705078125,29562.9296875,1358297,0.0,0.0
2019-12-17 00:00:00+07:00,29492.373046875,29562.9296875,29139.59375,29245.427734375,1044149,0.0,0.0
2019-12-18 00:00:00+07:00,28998.482421875,30021.54296875,28998.482421875,29633.484375,2308905,0.0,0.0
2019-12-19 00:00:00+07:00,29704.041015625,29950.986328125,29210.150390625,29774.59765625,1224390,0.0,0.0
2019-12-20 00:00:00+07:00,29633.484375,30197.931640625,29633.484375,30162.654296875,1010460,0.0,0.0
2019-12-23 00:00:00+07:00,30162.654296875,31714.884765625,30162.654296875,31573.7734375,3462019,0.0,0.0
2019-12-24 00:00:00+07:00,31432.66015625,31855.99609375,31256.271484375,31679.607421875,1192698,0.0,0.0
2019-12-25 00:00:00+07:00,31115.16015625,31926.552734375,31115.16015625,31891.275390625,829766,0.0,0.0
2019-12-26 00:00:00+07:00,31785.44140625,31997.107421875,31185.71484375,31185.71484375,1028743,0.0,0.0
